Route,Departing_Port,Arriving_Port,Airline,Date,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month,lat0,long0,lat1,long1
Cairns-Townsville,Cairns,Townsville,Rex Airlines,Jan-23,13.0,12,1.0,10.0,11.0,2.0,1.0,0,0,0.0,284,0,0,0,2023,1,-16.886,145.755,-19.253,146.765
Cairns-Townsville,Cairns,Townsville,All Airlines,Jan-23,166.0,160,6.0,147.0,147.0,13.0,13.0,0,0,0.0,284,0,0,0,2023,1,-16.886,145.755,-19.253,146.765
Canberra-Sydney,Canberra,Sydney,QantasLink,Jan-23,303.0,269,34.0,220.0,213.0,49.0,56.0,32077,965,60.5,236,7570172,12506112,52992,2023,1,-35.307,149.195,-33.924,150.988
Canberra-Sydney,Canberra,Sydney,Virgin Australia,Jan-23,212.0,209,3.0,173.0,179.0,36.0,30.0,32077,965,60.5,236,7570172,12506112,52992,2023,1,-35.307,149.195,-33.924,150.988
Canberra-Sydney,Canberra,Sydney,All Airlines,Jan-23,515.0,478,37.0,393.0,392.0,85.0,86.0,32077,965,60.5,236,7570172,12506112,52992,2023,1,-35.307,149.195,-33.924,150.988
Dubbo-Sydney,Dubbo,Sydney,QantasLink,Jan-23,105.0,101,4.0,93.0,94.0,8.0,7.0,10244,370,49.4,310,3175640,6423510,20721,2023,1,-32.217,148.575,-33.924,150.988
Dubbo-Sydney,Dubbo,Sydney,Rex Airlines,Jan-23,76.0,76,0.0,70.0,65.0,6.0,11.0,10244,370,49.4,310,3175640,6423510,20721,2023,1,-32.217,148.575,-33.924,150.988
Dubbo-Sydney,Dubbo,Sydney,All Airlines,Jan-23,181.0,177,4.0,163.0,159.0,14.0,18.0,10244,370,49.4,310,3175640,6423510,20721,2023,1,-32.217,148.575,-33.924,150.988
Melbourne-Mildura,Melbourne,Mildura,QantasLink,Jan-23,96.0,92,4.0,70.0,68.0,22.0,24.0,9385,303,70.7,457,4288945,6068046,13278,2023,1,-38.039,144.469,-34.229,142.086
Melbourne-Mildura,Melbourne,Mildura,Rex Airlines,Jan-23,59.0,59,0.0,52.0,46.0,7.0,13.0,9385,303,70.7,457,4288945,6068046,13278,2023,1,-38.039,144.469,-34.229,142.086
Melbourne-Mildura,Melbourne,Mildura,All Airlines,Jan-23,155.0,151,4.0,122.0,114.0,29.0,37.0,9385,303,70.7,457,4288945,6068046,13278,2023,1,-38.039,144.469,-34.229,142.086
Adelaide-Brisbane,Adelaide,Brisbane,Jetstar,Feb-23,28.0,25,3.0,21.0,17.0,4.0,8.0,55154,608,75.1,1622,89459788,119043446,73393,2023,2,-34.945,138.531,-27.570,153.008
Adelaide-Brisbane,Adelaide,Brisbane,Qantas,Feb-23,8.0,8,0.0,7.0,7.0,1.0,1.0,55154,608,75.1,1622,89459788,119043446,73393,2023,2,-34.945,138.531,-27.570,153.008
Adelaide-Brisbane,Adelaide,Brisbane,QantasLink,Feb-23,135.0,135,0.0,113.0,104.0,22.0,31.0,55154,608,75.1,1622,89459788,119043446,73393,2023,2,-34.945,138.531,-27.570,153.008
Adelaide-Brisbane,Adelaide,Brisbane,Virgin Australia,Feb-23,128.0,125,3.0,97.0,107.0,28.0,18.0,55154,608,75.1,1622,89459788,119043446,73393,2023,2,-34.945,138.531,-27.570,153.008
Adelaide-Brisbane,Adelaide,Brisbane,All Airlines,Feb-23,299.0,293,6.0,238.0,235.0,55.0,58.0,55154,608,75.1,1622,89459788,119043446,73393,2023,2,-34.945,138.531,-27.570,153.008
Adelaide-Melbourne,Adelaide,Melbourne,Jetstar,Feb-23,103.0,99,4.0,63.0,66.0,36.0,33.0,168438,1283,81.0,643,108305634,133711207,207949,2023,2,-34.945,138.531,-38.039,144.469
Adelaide-Melbourne,Adelaide,Melbourne,Qantas,Feb-23,203.0,196,7.0,140.0,136.0,56.0,60.0,168438,1283,81.0,643,108305634,133711207,207949,2023,2,-34.945,138.531,-38.039,144.469
Adelaide-Melbourne,Adelaide,Melbourne,QantasLink,Feb-23,12.0,12,0.0,11.0,11.0,1.0,1.0,168438,1283,81.0,643,108305634,133711207,207949,2023,2,-34.945,138.531,-38.039,144.469
Adelaide-Melbourne,Adelaide,Melbourne,Rex Airlines,Feb-23,52.0,52,0.0,43.0,41.0,9.0,11.0,168438,1283,81.0,643,108305634,133711207,207949,2023,2,-34.945,138.531,-38.039,144.469
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,Feb-23,244.0,241,3.0,199.0,197.0,42.0,44.0,168438,1283,81.0,643,108305634,133711207,207949,2023,2,-34.945,138.531,-38.039,144.469
Adelaide-Melbourne,Adelaide,Melbourne,All Airlines,Feb-23,614.0,600,14.0,456.0,451.0,144.0,149.0,168438,1283,81.0,643,108305634,133711207,207949,2023,2,-34.945,138.531,-38.039,144.469
Adelaide-Perth,Adelaide,Perth,Jetstar,Feb-23,24.0,22,2.0,17.0,20.0,5.0,2.0,47603,319,86.1,2120,100918360,117202080,55284,2023,2,-34.945,138.531,-31.961,115.868
Adelaide-Perth,Adelaide,Perth,Qantas,Feb-23,84.0,84,0.0,69.0,75.0,15.0,9.0,47603,319,86.1,2120,100918360,117202080,55284,2023,2,-34.945,138.531,-31.961,115.868
Adelaide-Perth,Adelaide,Perth,Virgin Australia,Feb-23,22.0,22,0.0,10.0,10.0,12.0,12.0,47603,319,86.1,2120,100918360,117202080,55284,2023,2,-34.945,138.531,-31.961,115.868
Adelaide-Perth,Adelaide,Perth,Virgin Australia Regional Airlines,Feb-23,30.0,29,1.0,5.0,10.0,24.0,19.0,47603,319,86.1,2120,100918360,117202080,55284,2023,2,-34.945,138.531,-31.961,115.868
Adelaide-Perth,Adelaide,Perth,All Airlines,Feb-23,160.0,157,3.0,101.0,115.0,56.0,42.0,47603,319,86.1,2120,100918360,117202080,55284,2023,2,-34.945,138.531,-31.961,115.868
Adelaide-Sydney,Adelaide,Sydney,Jetstar,Feb-23,100.0,89,11.0,58.0,55.0,31.0,34.0,119953,899,81.4,1167,139985151,171997128,147384,2023,2,-34.945,138.531,-33.924,150.988
Adelaide-Sydney,Adelaide,Sydney,Qantas,Feb-23,195.0,189,6.0,144.0,140.0,45.0,49.0,119953,899,81.4,1167,139985151,171997128,147384,2023,2,-34.945,138.531,-33.924,150.988
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,Feb-23,140.0,138,2.0,108.0,106.0,30.0,32.0,119953,899,81.4,1167,139985151,171997128,147384,2023,2,-34.945,138.531,-33.924,150.988
Adelaide-Sydney,Adelaide,Sydney,All Airlines,Feb-23,435.0,416,19.0,310.0,301.0,106.0,115.0,119953,899,81.4,1167,139985151,171997128,147384,2023,2,-34.945,138.531,-33.924,150.988
Ballina-Sydney,Ballina,Sydney,Jetstar,Feb-23,69.0,68,1.0,36.0,34.0,32.0,34.0,41616,382,80.3,612,25468992,31716288,51824,2023,2,-28.834,153.562,-33.924,150.988
Ballina-Sydney,Ballina,Sydney,QantasLink,Feb-23,84.0,79,5.0,57.0,55.0,22.0,24.0,41616,382,80.3,612,25468992,31716288,51824,2023,2,-28.834,153.562,-33.924,150.988
Ballina-Sydney,Ballina,Sydney,Virgin Australia,Feb-23,44.0,44,0.0,23.0,22.0,21.0,22.0,41616,382,80.3,612,25468992,31716288,51824,2023,2,-28.834,153.562,-33.924,150.988
Ballina-Sydney,Ballina,Sydney,All Airlines,Feb-23,197.0,191,6.0,116.0,111.0,75.0,80.0,41616,382,80.3,612,25468992,31716288,51824,2023,2,-28.834,153.562,-33.924,150.988
Brisbane-Cairns,Brisbane,Cairns,Jetstar,Feb-23,72.0,69,3.0,41.0,44.0,28.0,25.0,80845,631,83.5,1391,112455395,134722523,96853,2023,2,-27.570,153.008,-16.886,145.755
Brisbane-Cairns,Brisbane,Cairns,Qantas,Feb-23,76.0,76,0.0,62.0,64.0,14.0,12.0,80845,631,83.5,1391,112455395,134722523,96853,2023,2,-27.570,153.008,-16.886,145.755
Brisbane-Cairns,Brisbane,Cairns,QantasLink,Feb-23,28.0,26,2.0,18.0,18.0,8.0,8.0,80845,631,83.5,1391,112455395,134722523,96853,2023,2,-27.570,153.008,-16.886,145.755
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,Feb-23,116.0,116,0.0,90.0,87.0,26.0,29.0,80845,631,83.5,1391,112455395,134722523,96853,2023,2,-27.570,153.008,-16.886,145.755
Brisbane-Cairns,Brisbane,Cairns,All Airlines,Feb-23,292.0,287,5.0,211.0,213.0,76.0,74.0,80845,631,83.5,1391,112455395,134722523,96853,2023,2,-27.570,153.008,-16.886,145.755
Brisbane-Canberra,Brisbane,Canberra,Jetstar,Feb-23,29.0,29,0.0,28.0,28.0,1.0,1.0,42316,515,59.7,956,40454096,67735468,70853,2023,2,-27.570,153.008,-35.307,149.195
Brisbane-Canberra,Brisbane,Canberra,Qantas,Feb-23,24.0,23,1.0,19.0,19.0,4.0,4.0,42316,515,59.7,956,40454096,67735468,70853,2023,2,-27.570,153.008,-35.307,149.195
Brisbane-Canberra,Brisbane,Canberra,QantasLink,Feb-23,118.0,113,5.0,94.0,90.0,19.0,23.0,42316,515,59.7,956,40454096,67735468,70853,2023,2,-27.570,153.008,-35.307,149.195
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,Feb-23,100.0,95,5.0,82.0,86.0,13.0,9.0,42316,515,59.7,956,40454096,67735468,70853,2023,2,-27.570,153.008,-35.307,149.195
Brisbane-Canberra,Brisbane,Canberra,All Airlines,Feb-23,271.0,260,11.0,223.0,223.0,37.0,37.0,42316,515,59.7,956,40454096,67735468,70853,2023,2,-27.570,153.008,-35.307,149.195
Brisbane-Darwin,Brisbane,Darwin,Jetstar,Feb-23,16.0,15,1.0,12.0,11.0,3.0,4.0,18854,198,81.1,2852,53771608,66300444,23247,2023,2,-27.570,153.008,-12.415,130.877
Brisbane-Darwin,Brisbane,Darwin,QantasLink,Feb-23,40.0,40,0.0,18.0,27.0,22.0,13.0,18854,198,81.1,2852,53771608,66300444,23247,2023,2,-27.570,153.008,-12.415,130.877
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,Feb-23,28.0,28,0.0,22.0,21.0,6.0,7.0,18854,198,81.1,2852,53771608,66300444,23247,2023,2,-27.570,153.008,-12.415,130.877
Brisbane-Darwin,Brisbane,Darwin,All Airlines,Feb-23,84.0,83,1.0,52.0,59.0,31.0,24.0,18854,198,81.1,2852,53771608,66300444,23247,2023,2,-27.570,153.008,-12.415,130.877
Brisbane-Hobart,Brisbane,Hobart,Jetstar,Feb-23,28.0,28,0.0,23.0,24.0,5.0,4.0,24823,188,79.3,1791,44457993,56051136,31296,2023,2,-27.570,153.008,-42.836,147.510
Brisbane-Hobart,Brisbane,Hobart,QantasLink,Feb-23,20.0,20,0.0,19.0,18.0,1.0,2.0,24823,188,79.3,1791,44457993,56051136,31296,2023,2,-27.570,153.008,-42.836,147.510
Brisbane-Hobart,Brisbane,Hobart,Virgin Australia,Feb-23,46.0,46,0.0,42.0,43.0,4.0,3.0,24823,188,79.3,1791,44457993,56051136,31296,2023,2,-27.570,153.008,-42.836,147.510
Brisbane-Hobart,Brisbane,Hobart,All Airlines,Feb-23,94.0,94,0.0,84.0,85.0,10.0,9.0,24823,188,79.3,1791,44457993,56051136,31296,2023,2,-27.570,153.008,-42.836,147.510
Brisbane-Launceston,Brisbane,Launceston,Jetstar,Feb-23,28.0,28,0.0,19.0,18.0,9.0,10.0,13705,104,73.5,1664,22805120,31030272,18648,2023,2,-27.570,153.008,-41.545,147.214
Brisbane-Launceston,Brisbane,Launceston,Virgin Australia,Feb-23,24.0,24,0.0,21.0,23.0,3.0,1.0,13705,104,73.5,1664,22805120,31030272,18648,2023,2,-27.570,153.008,-41.545,147.214
Brisbane-Launceston,Brisbane,Launceston,All Airlines,Feb-23,52.0,52,0.0,40.0,41.0,12.0,11.0,13705,104,73.5,1664,22805120,31030272,18648,2023,2,-27.570,153.008,-41.545,147.214
Brisbane-Mackay,Brisbane,Mackay,Jetstar,Feb-23,28.0,28,0.0,16.0,18.0,12.0,10.0,54639,574,70.3,797,43547283,61934073,77709,2023,2,-27.570,153.008,-21.172,149.180
Brisbane-Mackay,Brisbane,Mackay,Qantas,Feb-23,100.0,100,0.0,84.0,85.0,16.0,15.0,54639,574,70.3,797,43547283,61934073,77709,2023,2,-27.570,153.008,-21.172,149.180
Brisbane-Mackay,Brisbane,Mackay,QantasLink,Feb-23,8.0,8,0.0,7.0,6.0,1.0,2.0,54639,574,70.3,797,43547283,61934073,77709,2023,2,-27.570,153.008,-21.172,149.180
Brisbane-Mackay,Brisbane,Mackay,Virgin Australia,Feb-23,128.0,126,2.0,77.0,63.0,49.0,63.0,54639,574,70.3,797,43547283,61934073,77709,2023,2,-27.570,153.008,-21.172,149.180
Brisbane-Mackay,Brisbane,Mackay,All Airlines,Feb-23,264.0,262,2.0,184.0,172.0,78.0,90.0,54639,574,70.3,797,43547283,61934073,77709,2023,2,-27.570,153.008,-21.172,149.180
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,Feb-23,139.0,124,15.0,86.0,92.0,38.0,32.0,229893,1785,77.6,1381,317482233,409288351,296371,2023,2,-27.570,153.008,-38.039,144.469
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,Feb-23,313.0,303,10.0,240.0,243.0,63.0,60.0,229893,1785,77.6,1381,317482233,409288351,296371,2023,2,-27.570,153.008,-38.039,144.469
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,Feb-23,58.0,56,2.0,43.0,44.0,13.0,12.0,229893,1785,77.6,1381,317482233,409288351,296371,2023,2,-27.570,153.008,-38.039,144.469
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,Feb-23,363.0,352,11.0,255.0,257.0,97.0,95.0,229893,1785,77.6,1381,317482233,409288351,296371,2023,2,-27.570,153.008,-38.039,144.469
Brisbane-Melbourne,Brisbane,Melbourne,All Airlines,Feb-23,873.0,835,38.0,624.0,636.0,211.0,199.0,229893,1785,77.6,1381,317482233,409288351,296371,2023,2,-27.570,153.008,-38.039,144.469
Brisbane-Newcastle,Brisbane,Newcastle,Jetstar,Feb-23,49.0,48,1.0,41.0,42.0,7.0,6.0,35994,487,65.2,614,22100316,33904466,55219,2023,2,-27.570,153.008,-32.790330172,151.833996664
Brisbane-Newcastle,Brisbane,Newcastle,QantasLink,Feb-23,128.0,122,6.0,104.0,111.0,18.0,11.0,35994,487,65.2,614,22100316,33904466,55219,2023,2,-27.570,153.008,-32.790330172,151.833996664
Brisbane-Newcastle,Brisbane,Newcastle,Virgin Australia,Feb-23,77.0,75,2.0,61.0,58.0,14.0,17.0,35994,487,65.2,614,22100316,33904466,55219,2023,2,-27.570,153.008,-32.790330172,151.833996664
Brisbane-Newcastle,Brisbane,Newcastle,All Airlines,Feb-23,254.0,245,9.0,206.0,211.0,39.0,34.0,35994,487,65.2,614,22100316,33904466,55219,2023,2,-27.570,153.008,-32.790330172,151.833996664
Brisbane-Perth,Brisbane,Perth,Jetstar,Feb-23,20.0,20,0.0,8.0,14.0,12.0,6.0,71149,515,79.8,3615,257203635,322407390,89186,2023,2,-27.570,153.008,-31.961,115.868
Brisbane-Perth,Brisbane,Perth,Qantas,Feb-23,135.0,134,1.0,96.0,119.0,38.0,15.0,71149,515,79.8,3615,257203635,322407390,89186,2023,2,-27.570,153.008,-31.961,115.868
Brisbane-Perth,Brisbane,Perth,Virgin Australia,Feb-23,108.0,107,1.0,61.0,81.0,46.0,26.0,71149,515,79.8,3615,257203635,322407390,89186,2023,2,-27.570,153.008,-31.961,115.868
Brisbane-Perth,Brisbane,Perth,All Airlines,Feb-23,263.0,261,2.0,165.0,214.0,96.0,47.0,71149,515,79.8,3615,257203635,322407390,89186,2023,2,-27.570,153.008,-31.961,115.868
Brisbane-Proserpine,Brisbane,Proserpine,Jetstar,Feb-23,28.0,28,0.0,18.0,18.0,10.0,10.0,18110,152,79.8,895,16208450,20312920,22696,2023,2,-27.570,153.008,-20.495,148.552
Brisbane-Proserpine,Brisbane,Proserpine,QantasLink,Feb-23,20.0,20,0.0,18.0,17.0,2.0,3.0,18110,152,79.8,895,16208450,20312920,22696,2023,2,-27.570,153.008,-20.495,148.552
Brisbane-Proserpine,Brisbane,Proserpine,Virgin Australia,Feb-23,28.0,28,0.0,23.0,23.0,5.0,5.0,18110,152,79.8,895,16208450,20312920,22696,2023,2,-27.570,153.008,-20.495,148.552
Brisbane-Proserpine,Brisbane,Proserpine,All Airlines,Feb-23,76.0,76,0.0,59.0,58.0,17.0,18.0,18110,152,79.8,895,16208450,20312920,22696,2023,2,-27.570,153.008,-20.495,148.552
Brisbane-Sydney,Brisbane,Sydney,Jetstar,Feb-23,172.0,143,29.0,99.0,101.0,44.0,42.0,298719,2430,75.5,753,224935407,297759543,395431,2023,2,-27.570,153.008,-33.924,150.988
Brisbane-Sydney,Brisbane,Sydney,Qantas,Feb-23,471.0,442,29.0,367.0,360.0,75.0,82.0,298719,2430,75.5,753,224935407,297759543,395431,2023,2,-27.570,153.008,-33.924,150.988
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,Feb-23,129.0,124,5.0,103.0,97.0,21.0,27.0,298719,2430,75.5,753,224935407,297759543,395431,2023,2,-27.570,153.008,-33.924,150.988
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,Feb-23,430.0,403,27.0,297.0,283.0,106.0,120.0,298719,2430,75.5,753,224935407,297759543,395431,2023,2,-27.570,153.008,-33.924,150.988
Brisbane-Sydney,Brisbane,Sydney,All Airlines,Feb-23,1202.0,1112,90.0,866.0,841.0,246.0,271.0,298719,2430,75.5,753,224935407,297759543,395431,2023,2,-27.570,153.008,-33.924,150.988
Brisbane-Townsville,Brisbane,Townsville,Jetstar,Feb-23,44.0,42,2.0,41.0,37.0,1.0,5.0,60544,578,71.9,1112,67324928,93601488,84174,2023,2,-27.570,153.008,-19.253,146.765
Brisbane-Townsville,Brisbane,Townsville,Qantas,Feb-23,67.0,67,0.0,51.0,55.0,16.0,12.0,60544,578,71.9,1112,67324928,93601488,84174,2023,2,-27.570,153.008,-19.253,146.765
Brisbane-Townsville,Brisbane,Townsville,QantasLink,Feb-23,36.0,36,0.0,31.0,32.0,5.0,4.0,60544,578,71.9,1112,67324928,93601488,84174,2023,2,-27.570,153.008,-19.253,146.765
Brisbane-Townsville,Brisbane,Townsville,Virgin Australia,Feb-23,128.0,128,0.0,109.0,108.0,19.0,20.0,60544,578,71.9,1112,67324928,93601488,84174,2023,2,-27.570,153.008,-19.253,146.765
Brisbane-Townsville,Brisbane,Townsville,All Airlines,Feb-23,275.0,273,2.0,232.0,232.0,41.0,41.0,60544,578,71.9,1112,67324928,93601488,84174,2023,2,-27.570,153.008,-19.253,146.765
Cairns-Melbourne,Cairns,Melbourne,Jetstar,Feb-23,62.0,59,3.0,37.0,39.0,22.0,20.0,40644,258,82.6,2311,93928284,113708133,49203,2023,2,-16.886,145.755,-38.039,144.469
Cairns-Melbourne,Cairns,Melbourne,Qantas,Feb-23,24.0,24,0.0,17.0,19.0,7.0,5.0,40644,258,82.6,2311,93928284,113708133,49203,2023,2,-16.886,145.755,-38.039,144.469
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,Feb-23,44.0,44,0.0,27.0,30.0,17.0,14.0,40644,258,82.6,2311,93928284,113708133,49203,2023,2,-16.886,145.755,-38.039,144.469
Cairns-Melbourne,Cairns,Melbourne,All Airlines,Feb-23,130.0,127,3.0,81.0,88.0,46.0,39.0,40644,258,82.6,2311,93928284,113708133,49203,2023,2,-16.886,145.755,-38.039,144.469
Cairns-Sydney,Cairns,Sydney,Jetstar,Feb-23,59.0,53,6.0,36.0,34.0,17.0,19.0,45790,272,84.6,1971,90252090,106637013,54103,2023,2,-16.886,145.755,-33.924,150.988
Cairns-Sydney,Cairns,Sydney,Qantas,Feb-23,28.0,28,0.0,11.0,9.0,17.0,19.0,45790,272,84.6,1971,90252090,106637013,54103,2023,2,-16.886,145.755,-33.924,150.988
Cairns-Sydney,Cairns,Sydney,Virgin Australia,Feb-23,57.0,56,1.0,45.0,42.0,11.0,14.0,45790,272,84.6,1971,90252090,106637013,54103,2023,2,-16.886,145.755,-33.924,150.988
Cairns-Sydney,Cairns,Sydney,All Airlines,Feb-23,144.0,137,7.0,92.0,85.0,45.0,52.0,45790,272,84.6,1971,90252090,106637013,54103,2023,2,-16.886,145.755,-33.924,150.988
Canberra-Melbourne,Canberra,Melbourne,Jetstar,Feb-23,28.0,28,0.0,11.0,14.0,17.0,14.0,74201,747,71.4,470,34874470,48858850,103955,2023,2,-35.307,149.195,-38.039,144.469
Canberra-Melbourne,Canberra,Melbourne,QantasLink,Feb-23,216.0,209,7.0,181.0,176.0,28.0,33.0,74201,747,71.4,470,34874470,48858850,103955,2023,2,-35.307,149.195,-38.039,144.469
Canberra-Melbourne,Canberra,Melbourne,Rex Airlines,Feb-23,28.0,28,0.0,22.0,23.0,6.0,5.0,74201,747,71.4,470,34874470,48858850,103955,2023,2,-35.307,149.195,-38.039,144.469
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,Feb-23,108.0,108,0.0,86.0,86.0,22.0,22.0,74201,747,71.4,470,34874470,48858850,103955,2023,2,-35.307,149.195,-38.039,144.469
Canberra-Melbourne,Canberra,Melbourne,All Airlines,Feb-23,380.0,373,7.0,300.0,299.0,73.0,74.0,74201,747,71.4,470,34874470,48858850,103955,2023,2,-35.307,149.195,-38.039,144.469
Darwin-Melbourne,Darwin,Melbourne,Jetstar,Feb-23,20.0,20,0.0,9.0,11.0,11.0,9.0,15094,121,70.6,3131,47259314,66978352,21392,2023,2,-12.415,130.877,-38.039,144.469
Darwin-Melbourne,Darwin,Melbourne,Qantas,Feb-23,24.0,24,0.0,24.0,23.0,0.0,1.0,15094,121,70.6,3131,47259314,66978352,21392,2023,2,-12.415,130.877,-38.039,144.469
Darwin-Melbourne,Darwin,Melbourne,Virgin Australia,Feb-23,17.0,16,1.0,12.0,14.0,4.0,2.0,15094,121,70.6,3131,47259314,66978352,21392,2023,2,-12.415,130.877,-38.039,144.469
Darwin-Melbourne,Darwin,Melbourne,All Airlines,Feb-23,61.0,60,1.0,45.0,48.0,15.0,12.0,15094,121,70.6,3131,47259314,66978352,21392,2023,2,-12.415,130.877,-38.039,144.469
Hobart-Melbourne,Hobart,Melbourne,Jetstar,Feb-23,160.0,155,5.0,74.0,78.0,81.0,77.0,104395,735,82.2,618,64516110,78523698,127061,2023,2,-42.836,147.510,-38.039,144.469
Hobart-Melbourne,Hobart,Melbourne,Qantas,Feb-23,13.0,13,0.0,10.0,11.0,3.0,2.0,104395,735,82.2,618,64516110,78523698,127061,2023,2,-42.836,147.510,-38.039,144.469
Hobart-Melbourne,Hobart,Melbourne,QantasLink,Feb-23,71.0,69,2.0,52.0,53.0,17.0,16.0,104395,735,82.2,618,64516110,78523698,127061,2023,2,-42.836,147.510,-38.039,144.469
Hobart-Melbourne,Hobart,Melbourne,Virgin Australia,Feb-23,127.0,127,0.0,83.0,76.0,44.0,51.0,104395,735,82.2,618,64516110,78523698,127061,2023,2,-42.836,147.510,-38.039,144.469
Hobart-Melbourne,Hobart,Melbourne,All Airlines,Feb-23,371.0,364,7.0,219.0,218.0,145.0,146.0,104395,735,82.2,618,64516110,78523698,127061,2023,2,-42.836,147.510,-38.039,144.469
Hobart-Sydney,Hobart,Sydney,Jetstar,Feb-23,82.0,78,4.0,51.0,50.0,27.0,28.0,58481,448,80.9,1039,60761759,75098920,72280,2023,2,-42.836,147.510,-33.924,150.988
Hobart-Sydney,Hobart,Sydney,Qantas,Feb-23,16.0,16,0.0,12.0,13.0,4.0,3.0,58481,448,80.9,1039,60761759,75098920,72280,2023,2,-42.836,147.510,-33.924,150.988
Hobart-Sydney,Hobart,Sydney,QantasLink,Feb-23,63.0,57,6.0,37.0,41.0,20.0,16.0,58481,448,80.9,1039,60761759,75098920,72280,2023,2,-42.836,147.510,-33.924,150.988
Hobart-Sydney,Hobart,Sydney,Virgin Australia,Feb-23,72.0,72,0.0,51.0,52.0,21.0,20.0,58481,448,80.9,1039,60761759,75098920,72280,2023,2,-42.836,147.510,-33.924,150.988
Hobart-Sydney,Hobart,Sydney,All Airlines,Feb-23,233.0,223,10.0,151.0,156.0,72.0,67.0,58481,448,80.9,1039,60761759,75098920,72280,2023,2,-42.836,147.510,-33.924,150.988
Launceston-Melbourne,Launceston,Melbourne,Jetstar,Feb-23,85.0,84,1.0,35.0,41.0,49.0,43.0,59886,654,78.3,476,28505736,36391152,76452,2023,2,-41.545,147.214,-38.039,144.469
Launceston-Melbourne,Launceston,Melbourne,QantasLink,Feb-23,93.0,87,6.0,57.0,59.0,30.0,28.0,59886,654,78.3,476,28505736,36391152,76452,2023,2,-41.545,147.214,-38.039,144.469
Launceston-Melbourne,Launceston,Melbourne,Virgin Australia,Feb-23,85.0,85,0.0,71.0,72.0,14.0,13.0,59886,654,78.3,476,28505736,36391152,76452,2023,2,-41.545,147.214,-38.039,144.469
Launceston-Melbourne,Launceston,Melbourne,All Airlines,Feb-23,263.0,256,7.0,163.0,172.0,93.0,84.0,59886,654,78.3,476,28505736,36391152,76452,2023,2,-41.545,147.214,-38.039,144.469
Launceston-Sydney,Launceston,Sydney,Jetstar,Feb-23,41.0,39,2.0,17.0,19.0,22.0,20.0,24885,186,83.4,914,22744890,27257308,29822,2023,2,-41.545,147.214,-33.924,150.988
Launceston-Sydney,Launceston,Sydney,QantasLink,Feb-23,28.0,25,3.0,19.0,20.0,6.0,5.0,24885,186,83.4,914,22744890,27257308,29822,2023,2,-41.545,147.214,-33.924,150.988
Launceston-Sydney,Launceston,Sydney,Virgin Australia,Feb-23,28.0,28,0.0,20.0,19.0,8.0,9.0,24885,186,83.4,914,22744890,27257308,29822,2023,2,-41.545,147.214,-33.924,150.988
Launceston-Sydney,Launceston,Sydney,All Airlines,Feb-23,97.0,92,5.0,56.0,58.0,36.0,34.0,24885,186,83.4,914,22744890,27257308,29822,2023,2,-41.545,147.214,-33.924,150.988
Melbourne-Newcastle,Melbourne,Newcastle,Jetstar,Feb-23,46.0,45,1.0,25.0,25.0,20.0,20.0,29533,235,79.1,836,24689588,31223764,37349,2023,2,-38.039,144.469,-32.790330172,151.833996664
Melbourne-Newcastle,Melbourne,Newcastle,QantasLink,Feb-23,48.0,44,4.0,31.0,30.0,13.0,14.0,29533,235,79.1,836,24689588,31223764,37349,2023,2,-38.039,144.469,-32.790330172,151.833996664
Melbourne-Newcastle,Melbourne,Newcastle,Virgin Australia,Feb-23,28.0,28,0.0,23.0,24.0,5.0,4.0,29533,235,79.1,836,24689588,31223764,37349,2023,2,-38.039,144.469,-32.790330172,151.833996664
Melbourne-Newcastle,Melbourne,Newcastle,All Airlines,Feb-23,122.0,117,5.0,79.0,79.0,38.0,38.0,29533,235,79.1,836,24689588,31223764,37349,2023,2,-38.039,144.469,-32.790330172,151.833996664
Melbourne-Perth,Melbourne,Perth,Jetstar,Feb-23,62.0,59,3.0,33.0,37.0,26.0,22.0,133293,909,85.4,2706,360690858,422412012,156102,2023,2,-38.039,144.469,-31.961,115.868
Melbourne-Perth,Melbourne,Perth,Qantas,Feb-23,188.0,187,1.0,133.0,128.0,54.0,59.0,133293,909,85.4,2706,360690858,422412012,156102,2023,2,-38.039,144.469,-31.961,115.868
Melbourne-Perth,Melbourne,Perth,Virgin Australia,Feb-23,141.0,140,1.0,95.0,107.0,45.0,33.0,133293,909,85.4,2706,360690858,422412012,156102,2023,2,-38.039,144.469,-31.961,115.868
